pmid	year	title	modelo	relacion_BubR1_senescencia	intervencion	resultado_de_la_intervencion	es_ensayo_en_humanos	riesgo_tumoral_mencionado	frase_clave
39937017	2025	The Role of Senescence in Experimental Periodontitis at the Causal Level: An in Vivo Study	ratón P16-3MR (modelo transgénico con promotor p16INK4a)		Eliminación selectiva de células p16INK4a-positivas (senescentes) mediante tratamiento con ganciclovir (GCV)	Disminución de inflamación y mitigación de pérdida ósea alveolar	False		Clearance of senescent cells alleviates inflammation and mitigates bone loss
39939243	2025	From bench to bedside: The critical need for standardized senescence detection.			senolyticos (eliminacion de celulas senescentes)	mitigar declive relacionado con la edad	False	senescencia reconocida por sus roles en supresion de tumores	senescence research faces critical challenges because of inconsistent detection methods
39996851	2025	Ganoderma lucidum Extract Modulates Gene Expression Profiles Associated with Antioxidant D	células humanas (fibroblastos dérmicos humanos inducidos a senescencia con etoposida)		Tratamiento con extracto de Ganoderma lucidum (Reishi) durante 14 días	Upregulación de genes antioxidantes (HO-1, γGCS-L, NQO1), supresión de p16INK4a, reducción de células senescentes (por β-galactosidasa)	False		Reishi extracts significantly upregulated antioxidant and cytoprotective genes
40018943	2025	Targeting the AURKB-MAD2L2 Axis Disrupts the DNA Damage Response and Glycolysis to Inhibit	líneas celulares de cáncer colorrectal (CRC)		knockdown de AURKB; sobreexpresión de MAD2L2	knockdown de AURKB inhibió comportamiento celular, indujo arresto G1, aumentó estrés oxidativo y apoptosis, alteró glucólisis; sobreexpresión de MAD2L2 revirtió parcialmente estos efectos	False	cáncer colorrectal (CRC); el trabajo estudia progresión tumoral y propone inhibición como estrategia terapéutica	AURKB regula progresión CRC modulando glucólisis y vías DDR
40056529	2025	BUB1B promotes cisplatin resistance in gastric cancer via Rad51-mediated DNA damage repair	células de cáncer gástrico (GC) y modelo de xenoinjerto in vivo		sobreexpresión y knockdown de BUB1B; inhibidor de Rad51 (B02)	BUB1B overexpression aumentó supervivencia celular, resistencia a cisplatino y desarrollo tumoral; BUB1B knockdown inhibió reparación de DNA y aumentó muerte celular; B02 inhibió crecimiento celular	False	BUB1B overexpression enhances tumor development in vivo; targeting BUB1B may reduce cisplatin resistance in gastric cancer	BUB1B enhances cisplatin resistance in gastric cancer by regulating DNA repair
40077862	2025	Cellular Senescence Is a Central Driver of Cognitive Disparities in Aging.	ratones C57Bl/6N (machos y hembras)		clearance de celulas senescentes con dasatinib y quercetin (senoliticos)	amelioracion de la heterogeneidad en rendimiento cognitivo, atenuacion de gliosis asociada a deterioro, reduccion de marcadores de senescencia y disfuncion mitocondrial	False		senolytic treatment is an effective therapeutic strategy to mitigate cognitive impairment
40140889	2025	A novel senotherapeutic strategy with azithromycin for preventing endometriosis progressio	ratón endometriosis, células humanas (nESCs, eESCs, CSCs)		azitromicina (AZM) y navitoclax (ABT263)	AZM redujo volumen de lesiones endometriósicas, disminuyó expresión de IL-6, actividad proliferativa (Ki67) y fibrosis	False		cellular senescence is involved in the pathogenesis of endometriosis
40348745	2025	Cellular senescence promotes macrophage-to-myofibroblast transition in chronic ischemic re	ratones INK-ATTAC con estenosis de arteria renal (RAS); células epiteliales tubulares renales proximales humanas (HRPTEpiC)		Eliminación selectiva de células senescentes (p16+) con AP20187; silenciamiento de IFITM3 e ITGB3 mediante siRNA	Disminución de marcadores de MMT, fibrosis renal y creatinina plasmática; aumento de perfusión renal	False		p16-expressing macrophages regulate interstitial fibrosis in RAS via MMT
40606604	2025	Recent advances in dermal fibroblast senescence and skin aging: unraveling mechanisms and 	fibroblastos dérmicos humanos (in vitro)		senolyticos, intervenciones basadas en vesiculas extracelulares, reprogramacion metabolica		False		senescent fibroblasts release growth factors, matrix-degrading enzymes, and pro-inflammatory cytokines
40607964	2025	BubR1 Insufficiency Drives Transcriptomic Alterations and Pathology Associated With Cardia	ratón hipomórfico BubR1, cardiomiocitos humanos in vitro, pacientes con insuficiencia cardíaca	Insuficiencia de BubR1 aumenta marcadores de senescencia celular; niveles de BubR1 disminuyen con la edad en el corazón	Reducción de BubR1 en ratones hipomórficos y cardiomiocitos in vitro	Hipertrofia cardíaca, aumento de fibrosis, elevación de marcadores de senescencia, alteraciones transcriptómicas en vías de función cardíaca	False		BubR1 deficiency is a feature of cardiac aging and disease in humans
40624910	2025	Senescent Microglia Mediate Neuroinflammation-Induced Cognitive Dysfunction by Selective E	ratón C57BL/6J con neuroinflammation inducida por lipopolisacáridos		tratamiento con ABT-737 (senolítico) para eliminar microglia senescente	alivio de fenotipos secretorios asociados a senescencia, reducción de microglia senescente, restauración de transmisión sináptica excitadora, potenciación a largo plazo y función cognitiva	False		reducir microglia senescente previene disfunción cognitiva inducida por neuroinflammation
40643463	2025	Molecular Regulation of SASP in Cellular Senescence: Therapeutic Implications and Translat			senolytics y senomorphics (eliminacion de celulas senescentes)	targeting senescence may represent a promising strategy for treating various diseases, improving health outcomes	False	increased activity of cyclin inhibitors like p16 and p21 serves as a protective mechanism against cancer, but prolonged activation can lead to pathological effects	targeting senescence may represent a promising strategy for treating various diseases
40702150	2025	Significant prognostic value of cell-cycle proteins in early-stage small cell carcinoma of	carcinoma de células pequeñas de cérvix (SCCC), 88 muestras de tejido humano				True	BUBR1 es marcador pronóstico independiente para supervivencia específica de cáncer en carcinoma de células pequeñas de cérvix; expresión elevada correlaciona con peor pronóstico	expression of CDC20, MAD2L1 and BUBR1 were correlated to survival outcomes
40713812	2025	Extracellular vesicles from ovarian cancer cells induce senescent lipid-laden macrophages 	células de cáncer ovárico, macrófagos, adipocitos, sistema de co-cultivo paciente-derivado de omento-macrófago, experimentos in vivo		inhibición de CD36, terapia senolítica	inhibición de CD36 y terapia senolítica atenuaron metástasis omental	False	tropismo metastásico por el omento en cáncer ovárico; sobrerregulación de CD36 correlacionó con metástasis omental y pobre supervivencia	EVs promueven formación de macrófagos senescentes lipídicos mediante captación lipídica mediada por CD36
40744332	2025	High glucose-induced mitochondrial fission drives pancreatic cancer progression through th	pancreatic cancer animal models with diabetes/high glucose feeding, pancreatic cancer cell lines, tumor samples from pancreatic cancer patients with diabetes mellitus				True	High glucose levels promote pancreatic cancer progression; diabetes mellitus is a critical risk factor for pancreatic cancer; DM + PC group exhibited significantly worse overall survival	High glucose increases expression of p-DRP by inhibiting p-AMPK and affecting mitochondrial fission and lactic acid levels
40812730	2025	BUB1B promotes gemcitabine resistance in lung adenocarcinoma and activates the PI3K/AKT si	células humanas de adenocarcinoma pulmonar (LUAD), ensayo in vitro e in vivo		sobreexpresión y silenciamiento de BUB1B	inhibición de BUB1B aumenta sensibilidad a gemcitabina, incrementa apoptosis, reduce proliferación e invasión	False	BUB1B asociado con peor pronóstico en LUAD; regulación de sensibilidad a gemcitabina en cáncer de pulmón	inhibición de BUB1B aumenta sensibilidad a gemcitabina mediante PI3K/AKT
40846007	2025	Comprehensive transcriptomic analysis of the hypothalamic-pituitary-ovarian axis reveals t	células granulosa de folículos ováricos en pollos Wuding; análisis transcriptómico de hipotálamo, glándula pituitaria y ovario		sobreexpresión y silenciamiento de AURKB (Aurora Kinase B)	AURKB promovió síntesis de hormonas esteroides (estradiol y progesterona), mejoró proliferación de células granulosa e inhibió senescencia y apoptosis	False		AURKB inhibited granulosa cell senescence and apoptosis
41039629	2025	Reprogramming cellular senescence and aging clocks for advanced cancer immunotherapy.			senoliticos dirigidos a celulas senescentes del estroma; utilizacion de relojes de envejecimiento para adaptar inmunoterapias		False	celulas senescentes inhiben tumores tempranos pero promueven progresion maligna avanzada; inflamacion cronica permite escape inmunitario	senescent cells inhibit early tumors but promote advanced malignant progression
41139485	2025	Deciphering the nexus of aging and pan-cancer: Single-cell sequencing reveals microenviron	modelos murinos (murine models), bases de datos de secuenciación unicelular (TCGA, GEO)		estrategias senolíticas para deplecionar células senescentes	mejora de la respuesta a fármacos 3.5 veces en ensayos preclínicos	False	el envejecimiento es factor de riesgo mayor para cáncer; 60% de nuevas malignidades en adultos ≥65 años; aceleración de metástasis 40-70% en modelos murinos; correlación de firmas de envejecimiento con supervivencia 30-50% peor	senescent cells accumulate in aged tissues at frequencies up to 15%, driving genomic instability
41144123	2026	Integrated transcriptomic and immunoinformatics analysis identifies tpx2, bub1b, and ube2c	endometrial carcinoma (EC) - análisis bioinformático con validación en tejidos				False	bub1b, tpx2, y ube2c asociados con pobre supervivencia y evasión inmunológica tumoral	bub1b, tpx2, and ube2c are promising biomarkers for EC diagnosis and prognosis
41150027	2025	Multifactorial Imaging Analysis as a Platform for Studying Cellular Senescence Phenotypes.	células in vitro (fibroblastos primarios de donantes jóvenes y ancianos, envejecimiento replicativo por pasajes seriales, estrés genotóxico bajo deprivación sérica)				False		plataforma de imagen multifactorial para caracterizar fenotipos de senescencia celular
41163302	2025	BUB1B Promotes Ovarian Cancer Cell Proliferation and Metastasis by Activating the Wnt/&#x3	líneas celulares de cáncer ovárico, experimentos in vitro e in vivo		knockdown de BUB1B, sobreexpresión de BUB1B, inhibidor Wnt/β-catenina (LGK974)	knockdown suprimió proliferación, migración, invasión, crecimiento tumoral y metástasis; la sobreexpresión promovió comportamiento maligno, revertido por LGK974	False	BUB1B promueve progresión del cáncer ovárico; alta expresión correlaciona con peor pronóstico	BUB1B promueve la progresión del cáncer ovárico vía vía Wnt/β-catenina
41168880	2026	Integrative Omics Reveal Female-Specific Benefits of p16+ Cell Clearance in Aging Mice.	ratones (modelo p16-3MR)		eliminación selectiva de células p16+	mejora de fuerza de agarre, promoción de regeneración cutánea, reducción de daño hepático (exclusivamente en hembras); expresión hepática desplazada hacia perfiles juveniles con mayor actividad mitocondrial y señalización inflamatoria reducida	False		p16+ cells as critical drivers of tissue aging, uncover sex-specific differences
41184881	2025	HROB is a novel prognostic biomarker correlated with immune cell infiltration and tumor pr	líneas celulares de LUAD y análisis de tejidos de pacientes		knockdown de expresión de HROB	inhibición de proliferación, migración e invasión celular en LUAD	False	HROB promue tumoral, asociado con progresión tumoral y resultados clínicos adversos	HROB is upregulated in LUAD and represents a promising prognostic biomarker
41187746	2025	Senolytic-sensitive p16Ink4a+ fibroblasts in the tumor stroma rewire lung cancer metabolis	ratón con LUAD (adenocarcinoma de pulmón) impulsado por mutaciones Kras y p53; células humanas LUAD		XL888 (inhibidor de HSP90) para eliminar fibroblastos asociados a cáncer p16Ink4a+	Reducción significativa de la carga tumoral y pérdida de células tumorales plásticas	False	Las células senescentes p16Ink4a+ en el estroma tumoral promueven tumorigenesis al reprogramar el metabolismo del cáncer de pulmón hacia un estado plástico/desdiferenciado asociado con progresión	Senescent p16Ink4a+ fibroblasts promote fatty acid uptake by lung adenocarcinoma
41229848	2025	NUF2 promotes the malignant development of lung adenocarcinoma through the mTORC1 signalin	células LUAD (A549, PC-9, NCI-H1975) y ratones desnudos		silenciamiento de NUF2, sobreexpresión de BUB1B	silenciamiento de NUF2 suprimió proliferación, migración e invasión, promovió apoptosis; inhibió crecimiento tumoral in vivo	False	NUF2 regulado positivamente en cáncer de pulmón; NUF2 impulsa progresión de adenocarcinoma pulmonar	NUF2 drives LUAD progression via BUB1B-mediated mTORC1 activation
41270738	2025	Endothelial senescent-cell-specific clearance alleviates metabolic dysfunction in obese mi	ratones transgénicos Tie2-Cre;p16Ink4a-LOX-ATTAC (obesos y delgados); trasplante de células endoteliales senescentes		eliminación selectiva de células endoteliales senescentes p16Ink4a+; fisetin (senolítico); trasplante de células endoteliales senescentes	atenuación del fenotipo secretor asociado a senescencia; alivio de disfunción metabólica; reducción de inflamación en tejido adiposo; mejora del metabolismo de glucosa	False		Eliminación selectiva de células endoteliales senescentes es estrategia terapéutica potencial
41285333	2025	TOP2A, BUB1B, CENPF, KIF15 and MELK: Key senescence-related genes linked to prognosis and 	células LUAD (línea celular de adenocarcinoma de pulmón)		knockdown de TOP2A	inhibición de viabilidad, migración e invasión de células LUAD	False	adenocarcinoma de pulmón; genes identificados asociados a progresión tumoral e infiltración inmune	cinco genes hub (BUB1B, CENPF, KIF15, MELK, TOP2A) vinculados a senescencia
41460207	2026	Cellular senescence meets infection: highlights from the 10th annual International Cell Se			senoliticos o senomorficos (estrategias terapeuticas)	pueden aliviar el daño tisular asociado a infección	False		senescence and infection emerged as a recurring highlight linking diverse sessions
41462575	2025	Senolytic-Resistant Senescent Cells Have a Distinct SASP Profile and Functional Impact: Th	células humanas (preadipocitos senescentes, HUVECs), ratones obesos		inhibidor JAK/STAT (Ruxolitinib), senolytics (Dasatinib, Quercetin), trasplante de células senescentes resistentes a senolytics	Ruxolitinib reduce SASP pro-inflamatorio; células resistentes a senolytics tienen SASP menos pro-inflamatorio/apoptótico, liberan menos mtDNA, expresan más GPNMB; trasplante causa menor disfunción física que población SC total	False		senolytic-resistant y senolytic-sensitive cells aparecen interconvertibles
41533300	2026	The MAD2L1-FOXM1 axis negatively regulates CD4&#x207a; T cell and macrophages infiltration	análisis bioinformático en LUAD (adenocarcinoma de pulmón); bases de datos: ENCORI, GEPIA2, TIMER2.0, KM Plotter, Spring Viewer, GSCA				False	Alto MAD2L1 y panel de genes positivos correlacionan con infiltración reducida de células T CD4+ y supresión inmunológica en adenocarcinoma de pulmón	MAD2L1 axis emerges as a potential driver of immune exclusion in LUAD
41545558	2026	Translational evaluation of BUB1B as a precision medicine biomarker for hepatocellular car	datos clínicos HCC (TCGA + cohorte independiente de validación)		inhibidores selectivos de BUB1B	supresión de MAPK: HRAS 60%, ERK1/2 40-60%, p38 30-60%	True	BUB1B sobreexpresado en 19 tipos tumorales; predice mal pronóstico en HCC (HR=1.39); asociado a inestabilidad genómica	BUB1B as clinically actionable biomarker for risk stratification in HCC
41564845	2026	Senolytics, dasatanib plus quercetin, reduce kidney inflammation, senescent cell abundance	ratón C57BL/6J con diabetes inducida por estreptozotocina; cultivos celulares humanos (HK2, HUVECs, macrófagos U937); ensayo clínico piloto en pacientes con DKD		dasatinib más quercetina (D+Q) administrado por gavage oral; se midieron efectos en células senescentes in vitro	mejoría de función renal, reducción de marcadores de injuria renal, fibrosis, senescencia (p16Ink4a), inflamación asociada a macrófagos y senescencia; aumento de factores geroprotectores (α-Klotho, Sirtuin-1)	True		"""hit-and-run"" senolytic treatment with D+Q improved kidney function and mitigated murine DKD"
41620649	2026	Senogenic-senolytic treatment strategies enhance tumor control and can improve survival in	modelos de cancer en vivo en raton (xenoinjertos y modelos de cancer espontaneo): colorectal, mama, ovario, pulmon, melanoma, meningioma, prostata, cabeza y cuello, vejiga, pancreatico, hepatocelular		combinacion de farmaco senolitico + senogenico (PARP inhibidor, inhibidor CDK4/6, inhibidor BCL-2, mimetico BH3, inhibidor BET)	reduccion de carga tumoral, disminucion de marcadores de senescencia (SA-β-gal, p21, p53, p16INK4a), supresion de IL-6 (citocina SASP), reduccion de Ki-67, aumento de Caspase-3, disminucion de BCL2, elevacion de γ-H2AX	False	la senescencia inducida por tratamiento terapeutico contribuye a progresion tumoral; la combinacion senolitica+senogenica reduce carga tumoral y carga de celulas senescentes mientras promueve apoptosis	senolytic co-treatment consistently reduced tumor burden compared with senogenic alone
41704477	2026	Inflammatory cytokines secreted from senescent periodontal ligament cells influence the os	ratón C57BL/6J (2 meses vs 16 meses); células PDL humanas; cultivo 3D de bloque		Dasatinib y Quercetin (D+Q) administrados a ratones de 12 meses durante 4 meses	Aumento significativo del número y longitud de canalículos por osteocito; aumento de expresión E11; supresión de esclerostina	False		SASP factors from senescent PDLCs contribute to age-related LCN deterioration
41797680	2026	Changes in Cellular Senescence Biomarkers Across Individuals at Different Stages of HIV In	cohort clínico: 39 personas con VIH (infección primaria, crónica y avanzada) + 13 controles HIV-negativos		Terapia antiretroviral (ART) durante un año	Reducción de marcadores de senescencia en infección primaria; persistencia de senescencia celular y SASP en infecciones crónica y avanzada a pesar de ART	True		HIV infection promotes persistent cellular senescence despite ART in advanced and chronic infection
41827050	2026	Single-cell transcriptomics reveals lipid metabolism reprogramming in macrophages in vitro	macrófagos de ratón infectados in vitro con Leishmania donovani	Bub1b (ortólogo de BubR1) se activa durante la infección, sugiriendo que la infección inicia senescencia celular			False		aging-related genes Plk1, Cenpa, Bub1b, H2afx, and Cdkn2d were activated
41878504	2026	Neurosenescence, inflammaging and neuroinflammation in neurodegenerative disorders.					False		
41898560	2026	Molecular Characterization of Soft Tissue Sarcomas Using RNA-Based Next-Generation Sequenc					True	Soft tissue sarcomas are rare malignant mesenchymal tumors	RNA-NGS provides biologically and clinically meaningful insights
41957276	2026	Elimination of senescent cells fails to attenuate disease progression in an ALS mouse mode	ratón transgénico hSOD1G93A		células CAR-T NKG2D para eliminar células senescentes	reducción de carga de células senescentes y supresión de SASP, sin mejora en función motora ni supervivencia	False		senescence is a pathogenic feature of ALS, it operates within an integrated disease network
41974671	2026	Dasatinib and quercetin senolytic treatment delays early onset intervertebral disc degener	ratón SM/J (modelo de degeneración discal de inicio temprano); también ratón C57BL/6 N; células de núcleo pulposo humanas degenerades in vitro		Dasatinib y Quercetin (DQ); Navitoclax (Nav.); inhibición in vitro de la vía JUN	DQ redujo grados de degeneración discal, disminuyó marcadores de senescencia (p19ARF, p21, SASP), mejoró viabilidad y fenotipo de células discales, retardó fibrosis del núcleo pulposo; Navitoclax no mostró mejora	False		senolytic treatment ameliorating local senescence and intervertebral disc fibrosis
41975562	2026	Trophoblast aging driven by IL33 deficiency elevates recurrent pregnancy loss risk through	ratón il33 knockout, citotrofoblastos humanos		metformina, dasatinib más quercetina (senotherapies)	restauración del desarrollo placentario y mejora de los resultados del embarazo	False		IL33-senescence-lactate axis as critical pathway in URPL pathogenesis
41979382	2026	Clearance of Senescent Cells by BCLXL-PROTAC: A Novel Approach to Treat COPD?	células humanas (células epiteliales de pequeñas vías aéreas y fibroblastos de pacientes con COPD); fragmentos de pulmón de precisión de pacientes con COPD		tratamiento con BCLXL-PROTAC (proteólisis dirigida para degradar BCLXL)	apoptosis de células senescentes a través de activación de caspasa 3; reducción de marcadores de senescencia (p21CIP1, p16INK4a, β-galactosidasa asociada a senescencia); aumento de Ki67 y proliferación celular; reducción de p21CIP1 en epitelio de vías aéreas	False		BCLXL-PROTAC es un agente senolítico potente y selectivo
41983084	2026	Genomic and transcriptomic insights into aflatoxin-induced intrahepatic cholangiocarcinoma					False	Aflatoxina implicada en iniciación tumoral, proliferación e inmunosupresión en colangiocarcinoma intrahepático; downregulation de BUB1B (>60%, p<0.014) en exposición a aflatoxina	Downregulation of F2 and BUB1B (reduced expression >60%, p < 0.014)
42011821	2026	Senolytics alleviate cyclophosphamide-induced premature ovarian insufficiency by eliminati	ratón con lesión ovárica inducida por ciclofosfamida (CY)		dasatinib y quercetina (DQ), combinación senolítica para eliminar células senescentes	Reducción de células senescentes y SASP; restauración de niveles de hormona sexual; normalización de ciclicidad estral en 60% de ratones CY+DQ vs ~15% en CY solo; aumento de folículos en todos los estadios de desarrollo	False		senescent cells drive CY-induced ovarian damage and DQ represents a promising therapeutic strategy
42039200	2026	The senescent niche hypothesis: microglial dysfunction and replacement strategies in drug-	rodent models, human surgical specimens		senolytic therapy (dasatinib plus quercetin), microglial depletion with CSF1R inhibitor followed by donor cell engraftment	senolytic clearance reduces seizure burden and can prevent epilepsy development	False		senescent microglia perpetuate epileptogenesis via SASP, establishing positive feedback loop
42069587	2026	Senescence dynamics define therapeutic windows for Duchenne muscular dystrophy in DBA/2-md	ratón DBA/2-mdx		dasatinib y quercetin (D+Q) en fases tempranas o tardías de la enfermedad	Tratamiento temprano: reduce carga de células senescentes, disminuye fibrosis, mejora tamaño de fibra y función contráctil en músculo esquelético. Tratamiento tardío: reduce senescencia y fibrosis cardíaca pero no mejora patología del músculo esquelético	False		temporally optimized senolytic strategies could serve as effective adjuncts to DMD treatments
42094953	2026	Beyond attenuation: a translational review of curative-intent pharmacological targets in i			dasatinib/quercetin (enfoque de geroscience dirigido a senescencia celular)		True		geroscience approach targeting cellular senescence has introduced a controversial new paradigm
42098153	2026	Elimination of senescent cells with senolytic drugs as adjunctive host-directed therapy re	ratones B6.Sst1S (hipomorfico Sst1) y ratones WT envejecidos		Cocktail de tres fármacos senolíticos (dasatinib, quercetin, fisetin) para eliminar células senescentes, como terapia adyuvante a tratamiento anti-tuberculosis	Prolongó supervivencia, redujo conteo de Mtb en pulmón, redujo patología pulmonar y marcadores de senescencia en ratones B6.Sst1S y WT envejecidos	False		senolytic drugs merit consideration for human clinical trials against TB
42101153	2026	Targeting Hyperoxia-Induced Cellular Senescence in Developing Human Airway Cells: Senomorp	células humanas de músculo liso de vía aérea fetal (fASM) de 18-22 semanas		Fucoidan, Dasatinib + Quercetin (D+Q), MitoQ	Fucoidan: disminuye p21 e inhibe SASP sin muerte celular. D+Q: disminuye β-Gal, p21 y PAI-1, causa muerte celular. MitoQ: previene aumento de marcadores de senescencia y SASP	False		estrategias viables distintas para contrarrestar senescencia inducida por hiperoxia
42101746	2026	Senolytic treatment with dasatinib and quercetin selectively improves cardiac autonomic ba	ratones C57BL/6J macho, dieta alta en grasa (HFD)		Dasatinib (5 mg/kg) + Quercetin (50 mg/kg) para eliminar células senescentes	Mejora del balance autonómico cardíaco (HRV), sin cambios en índices de SNA global ni presión arterial	False		senolytic therapy could be a potential therapeutic avenue for obesity-associated autonomic dysfunction
42108277	2026	T-Cell Immunosenescence in Systemic Lupus Erythematosus: Molecular Mechanisms and Therapeu			senolyticos (dasatinib, quercetin, fisetin) y senomorphics (rapamycin, JAK inhibitors)		False		T-cell immunosenescence as a key factor in SLE pathogenesis
42123658	2026	The Impact of Alternate-Day Fasting on the Salivary Gland Ductal Compartments and the Diff	ratón KRT5CreERT2; R26tdTomato con síndrome de Sjögren inducido		ayuno en días alternos (ADF)	alivio de la disfunción de glándulas salivales, disminución de p16INK4a, reducción de proteínas anti-apoptóticas y atenuación de la actividad del inflamasoma NLRP3	False		ADF favorablemente modula el nicho de células progenitoras de glándulas salivales
42133066	2026	Pharmacological targeting of the senescence-associated secretory phenotype in atherosclero	Estudios preclínicos (células endoteliales senescentes, células de músculo liso vascular, células espumosas en placas)		Senolytics (dasatinib + quercetina, fisetina, lanátósido C) y senomorphics (rapamicina, metformina, inhibidores JAK/STAT, inhibidores NF-κB)	Senolytics: disminuyen carga de células senescentes, reducen área de placa, limitan expansión de núcleo necrótico, mejoran estabilidad de placa. Senomorphics: ventajas comparables	False		Targeting SASP constitutes a rational strategy to alleviate residual inflammatory risk
42150021	2026	[The effect of geroprotectors on life expectancy: Mechanisms of action and clinical potent	modelos animales (preclinical); datos clínicos limitados en humanos		geroprotectores: senolytics (dasatinib + quercetin), senostatics, calorie restriction mimetics, antioxidants, hormetic agents; específicamente rapamycin, metformin, coenzyme Q10, sulforaphane, curcumin	aumento de lifespan, mejora de función fisiológica, efectos beneficiosos en senescencia celular, regulación metabólica, estrés oxidativo e inflamación	False		geroprotectors capable of targeting fundamental biological mechanisms of aging
42153573	2026	Feedback loops between DNMT1 and autophagy as well as senescence promotes organ aging and 	ratón envejecido, células HEK293T, melanocitos epidérmicos humanos		deleción genética de DNMT1, inhibición de DNMT1, tratamiento con senolyticos	reversión de la disminución de autofagia, reversión del aumento de senescencia, aumento de producción de melanina en folículos pilosos	False		DNMT1 protein increased in aged tissues causes decline of autophagy and increased senescence
42225652	2026	Insights into the therapeutic strategies for aging and aging-associated diseases.			senolyticos (dasatinib + quercetin), senomorphics (rapamycin), senoreversion (epigenetic reprogramming), metabolic interventions (spermidine, α-ketoglutarate, ergothioneine)	lifespan extension and healthspan improvement in preclinical models	False		senolytics, senomorphics, and senoreversion delay aging and mitigate disease risk
42231423	2026	Suppression of senescent metabolism of adipose tissue by rebalancing mitochondrial homeost	ratones envejecidos, adipocitos y explantes de tejido adiposo envejecido in vitro		Sistema de entrega selectiva basado en vesículas extracelulares funcionalizadas con péptido P3, entrega de dasatinib y quercetina al tejido adiposo envejecido	Inhibición de SASP en adipocitos y explantes envejecidos, restauración de función adipocitaria, mejora del rendimiento físico y capacidad metabólica basal en ratones envejecidos, atenuación de senescencia en tejido adiposo	False		drug-induced activation of mitophagy and reprogramming of cellular energy metabolism
42232301	2026	Pathogenesis of diabetic cardiomyopathy and emerging therapeutic strategies: a network-bas			senolyticos (dasatinib + quercetin), inhibidores SGLT2, agonistas GLP-1, targeting ferroptosis (irisin, alpha-lipoic acid), modulacion de lipid droplets, modulacion FXR		False		diverse programmed cell death pathways, cellular senescence, and cardiac autonomic neuropathy
42235613	2026	Senolytics ameliorate cognitive decline in D-galactose-induced aging mice by inhibiting as	ratón con envejecimiento acelerado por D-galactosa		dasatinib + quercetin (D+Q); inhibición de síntesis de colesterol en astrocitos	mejora significativa del rendimiento cognitivo; disminución de senescencia celular; reducción de acumulación lipídica intracelular y neuroinflammación	False		senolytics enhance cognitive function by modulating cholesterol biosynthesis in astrocytes
42235680	2026	Combined senolytics induce varied phenotypic and functional responses on senescent phenoty	células humanas (mesenchymal stem cells, MSCs) e in vivo en ratones		senolytics combinados: dasatinib y quercetin para eliminar células senescentes	aumento marcado de secreción de vesículas extracelulares y formación ósea prometedora; resultados inconsistentes en diferenciación osteogénica y adipogénica	False		senolytics clear senescent cells while leaving non-senescent cells unharmed
42240739	2026	Beyond scarring: a next-generation vision for pulmonary fibrosis management.			senolyticos (dasatinib/quercetin), celulas madre mesenquimales alta dosis, exosomas de esferoide celular acelular	promesa en modificar biologia de la enfermedad y mejorar resultados funcionales	True		senolytics show promise in modifying disease biology and improving functional outcomes
42263603	2026	KIF11 drives ovarian cancer progression and cisplatin resistance via the Wnt/&#x3b2;-caten	líneas celulares de cáncer ovárico (SKOV3, SKOV3-DDP)		silenciamiento de KIF11, sobreexpresión de KIF11, inhibición de Wnt/β-catenina con XAV-939, activación con LiCl	silenciamiento de KIF11 suprimió crecimiento celular, aumentó apoptosis, indujo arresto G2/M; sobreexpresión promovió fenotipo maligno y resistencia a cisplatino	False	KIF11 promueve progresión del cáncer ovárico y resistencia a cisplatino; potencial como biomarcador de progresión tumoral	KIF11 can promote the malignant phenotype and DDP resistance of tumor cells
42271269	2026	Prognostic significance of therapy-induced senescence and SASP dynamics in acute myeloid l	ensayo clínico - estudio de cohorte retrospectivo en 128 pacientes con leucemia mieloide aguda				True	senescencia inducida por quimioterapia crea microambiente pro-tumoral; acumulación de células senescentes promueve supervivencia leucémica y recaída	High senescence burden post-induction is a robust biomarker for poor outcomes
42272976	2026	Honokiol-loaded nanomicelles reprogram senescence and immune evasion in hepatocellular car	células Hepa1-6 (xenoinjertos en ratón)		nanomicelas cargadas con honokiol (HKL-nm), combinadas con dasatinib + quercetina (senolyticos)	reducción del volumen tumoral, supresión de marcadores de senescencia (p53, p16, p21), inhibición de fuga de ADNm citoplásmico, aumento de infiltración de células T CD8+ citotóxicas y células dendríticas maduras, supresión profunda de células mieloides supresoras	False	el fenotipo secretor asociado a senescencia promueve progresión tumoral y evasión inmunitaria; honokiol demuestra fuerte actividad antitumoral	HKL-nm suppressed senescence markers via Sirtuin 3-dependent pathway
42295646	2026	BUB1B is a novel prognostic-related biomarker and correlated with immune infiltrates in lu	células humanas (H1650 y A549)		sobreexpresión y knockdown de BUB1B	sobreexpresión: aumentó proliferación, invasión, migración; redujo apoptosis; promovió EMT. Knockdown: efectos opuestos	False	BUB1B vinculado a mal pronóstico en tumores; altos niveles de BUB1B indican peor resultado en adenocarcinoma de pulmón	BUB1B may be a critical factor in regulating immune function and may serve as a novel clinical prognostic marker
42310394	2026	Profiling the molecular and physiological effects of senolytic treatment on aged mice iden	ratones envejecidos		tratamiento con dasatinib y quercetin (D+Q)	reconfiguración inmunológica, atenuación de inflamación tisular, mejora de perfiles metabólicos, mitigación de hallazgos del envejecimiento	False		D+Q systematically attenuates several aging hallmarks in a tissue- and cell-type-specific manner
